# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/nwis/help/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2009-08-13 17:39:10 EDT
#
# Data for the following site(s) are contained in this file
#    USGS 08171300 Blanco Rv nr Kyle, TX
# -----------------------------------------------------------------------------------
#
# Data provided for site 08171300
#    DD parameter statistic   Description
#    01   00060     00001     Discharge, cubic feet per second (Maximum)
#    01   00060     00002     Discharge, cubic feet per second (Minimum)
#    01   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	01_00060_00001	01_00060_00001_cd	01_00060_00002	01_00060_00002_cd	01_00060_00003	01_00060_00003_cd
USGS	08171300	1959-12-26					101	A
USGS	08171300	1959-12-27					101	A
USGS	08171300	1959-12-28					98	A
USGS	08171300	1959-12-29					102	A
USGS	08171300	1959-12-30					93	A
USGS	08171300	1959-12-31					116	A
USGS	08171300	1960-01-01					208	A
USGS	08171300	1960-01-02					216	A
USGS	08171300	1960-01-03					169	A
USGS	08171300	1960-01-04					152	A
USGS	08171300	1960-01-05					158	A
USGS	08171300	1960-01-06					167	A
USGS	08171300	1960-01-07					177	A
USGS	08171300	1960-01-08					169	A
USGS	08171300	1960-01-09					167	A
USGS	08171300	1960-01-10					165	A
USGS	08171300	1960-01-11					163	A
USGS	08171300	1960-01-12					161	A
USGS	08171300	1960-01-13					161	A
USGS	08171300	1960-01-14					279	A
USGS	08171300	1960-01-15					189	A
USGS	08171300	1960-01-16					173	A
USGS	08171300	1960-01-17					179	A
USGS	08171300	1960-01-18					179	A
USGS	08171300	1960-01-19					169	A
USGS	08171300	1960-01-20					160	A
USGS	08171300	1960-01-21					156	A
USGS	08171300	1960-01-22					156	A
USGS	08171300	1960-01-23					154	A
USGS	08171300	1960-01-24					152	A
USGS	08171300	1960-01-25					150	A
USGS	08171300	1960-01-26					150	A
USGS	08171300	1960-01-27					150	A
USGS	08171300	1960-01-28					145	A
USGS	08171300	1960-01-29					137	A
USGS	08171300	1960-01-30					130	A
USGS	08171300	1960-01-31					127	A
USGS	08171300	1960-02-01					127	A
USGS	08171300	1960-02-02					129	A
USGS	08171300	1960-02-03					494	A
USGS	08171300	1960-02-04					548	A
USGS	08171300	1960-02-05					320	A
USGS	08171300	1960-02-06					279	A
USGS	08171300	1960-02-07					257	A
USGS	08171300	1960-02-08					250	A
USGS	08171300	1960-02-09					246	A
USGS	08171300	1960-02-10					241	A
USGS	08171300	1960-02-11					225	A
USGS	08171300	1960-02-12					209	A
USGS	08171300	1960-02-13					204	A
USGS	08171300	1960-02-14					204	A
USGS	08171300	1960-02-15					202	A
USGS	08171300	1960-02-16					196	A
USGS	08171300	1960-02-17					191	A
USGS	08171300	1960-02-18					187	A
USGS	08171300	1960-02-19					179	A
USGS	08171300	1960-02-20					183	A
USGS	08171300	1960-02-21					183	A
USGS	08171300	1960-02-22					179	A
USGS	08171300	1960-02-23					177	A
USGS	08171300	1960-02-24					177	A
USGS	08171300	1960-02-25					173	A
USGS	08171300	1960-02-26					165	A
USGS	08171300	1960-02-27					161	A
USGS	08171300	1960-02-28					161	A
USGS	08171300	1960-02-29					158	A
USGS	08171300	1960-03-01					163	A
USGS	08171300	1960-03-02					165	A
USGS	08171300	1960-03-03					161	A
USGS	08171300	1960-03-04					154	A
USGS	08171300	1960-03-05					146	A
USGS	08171300	1960-03-06					145	A
USGS	08171300	1960-03-07					145	A
USGS	08171300	1960-03-08					146	A
USGS	08171300	1960-03-09					145	A
USGS	08171300	1960-03-10					143	A
USGS	08171300	1960-03-11					137	A
USGS	08171300	1960-03-12					129	A
USGS	08171300	1960-03-13					125	A
USGS	08171300	1960-03-14					130	A
USGS	08171300	1960-03-15					132	A
USGS	08171300	1960-03-16					130	A
USGS	08171300	1960-03-17					122	A
USGS	08171300	1960-03-18					117	A
USGS	08171300	1960-03-19					113	A
USGS	08171300	1960-03-20					112	A
USGS	08171300	1960-03-21					109	A
USGS	08171300	1960-03-22					105	A
USGS	08171300	1960-03-23					104	A
USGS	08171300	1960-03-24					102	A
USGS	08171300	1960-03-25					105	A
USGS	08171300	1960-03-26					306	A
USGS	08171300	1960-03-27					336	A
USGS	08171300	1960-03-28					227	A
USGS	08171300	1960-03-29					200	A
USGS	08171300	1960-03-30					183	A
USGS	08171300	1960-03-31					169	A
USGS	08171300	1960-04-01					165	A
USGS	08171300	1960-04-02					160	A
USGS	08171300	1960-04-03					154	A
USGS	08171300	1960-04-04					150	A
USGS	08171300	1960-04-05					146	A
USGS	08171300	1960-04-06					141	A
USGS	08171300	1960-04-07					143	A
USGS	08171300	1960-04-08					137	A
USGS	08171300	1960-04-09					136	A
USGS	08171300	1960-04-10					125	A
USGS	08171300	1960-04-11					125	A
USGS	08171300	1960-04-12					127	A
USGS	08171300	1960-04-13					127	A
USGS	08171300	1960-04-14					129	A
USGS	08171300	1960-04-15					129	A
USGS	08171300	1960-04-16					124	A
USGS	08171300	1960-04-17					118	A
USGS	08171300	1960-04-18					112	A
USGS	08171300	1960-04-19					107	A
USGS	08171300	1960-04-20					107	A
USGS	08171300	1960-04-21					104	A
USGS	08171300	1960-04-22					104	A
USGS	08171300	1960-04-23					109	A
USGS	08171300	1960-04-24					109	A
USGS	08171300	1960-04-25					136	A
USGS	08171300	1960-04-26					130	A
USGS	08171300	1960-04-27					152	A
USGS	08171300	1960-04-28					161	A
USGS	08171300	1960-04-29					161	A
USGS	08171300	1960-04-30					183	A
USGS	08171300	1960-05-01					143	A
USGS	08171300	1960-05-02					137	A
USGS	08171300	1960-05-03					130	A
USGS	08171300	1960-05-04					129	A
USGS	08171300	1960-05-05					127	A
USGS	08171300	1960-05-06					124	A
USGS	08171300	1960-05-07					112	A
USGS	08171300	1960-05-08					104	A
USGS	08171300	1960-05-09					102	A
USGS	08171300	1960-05-10					99	A
USGS	08171300	1960-05-11					96	A
USGS	08171300	1960-05-12					93	A
USGS	08171300	1960-05-13					88	A
USGS	08171300	1960-05-14					87	A
USGS	08171300	1960-05-15					86	A
USGS	08171300	1960-05-16					83	A
USGS	08171300	1960-05-17					79	A
USGS	08171300	1960-05-18					79	A
USGS	08171300	1960-05-19					78	A
USGS	08171300	1960-05-20					83	A
USGS	08171300	1960-05-21					79	A
USGS	08171300	1960-05-22					72	A
USGS	08171300	1960-05-23					70	A
USGS	08171300	1960-05-24					67	A
USGS	08171300	1960-05-25					65	A
USGS	08171300	1960-05-26					65	A
USGS	08171300	1960-05-27					61	A
USGS	08171300	1960-05-28					58	A
USGS	08171300	1960-05-29					58	A
USGS	08171300	1960-05-30					58	A
USGS	08171300	1960-05-31					57	A
USGS	08171300	1960-06-01					55	A
USGS	08171300	1960-06-02					54	A
USGS	08171300	1960-06-03					55	A
USGS	08171300	1960-06-04					51	A
USGS	08171300	1960-06-05					49	A
USGS	08171300	1960-06-06					48	A
USGS	08171300	1960-06-07					46	A
USGS	08171300	1960-06-08					45	A
USGS	08171300	1960-06-09					44	A
USGS	08171300	1960-06-10					42	A
USGS	08171300	1960-06-11					42	A
USGS	08171300	1960-06-12					41	A
USGS	08171300	1960-06-13					39	A
USGS	08171300	1960-06-14					37	A
USGS	08171300	1960-06-15					37	A
USGS	08171300	1960-06-16					35	A
USGS	08171300	1960-06-17					35	A
USGS	08171300	1960-06-18					35	A
USGS	08171300	1960-06-19					33	A
USGS	08171300	1960-06-20					33	A
USGS	08171300	1960-06-21					32	A
USGS	08171300	1960-06-22					31	A
USGS	08171300	1960-06-23					30	A
USGS	08171300	1960-06-24					48	A
USGS	08171300	1960-06-25					286	A
USGS	08171300	1960-06-26					140	A
USGS	08171300	1960-06-27					88	A
USGS	08171300	1960-06-28					72	A
USGS	08171300	1960-06-29					64	A
USGS	08171300	1960-06-30					59	A
USGS	08171300	1960-07-01					55	A
USGS	08171300	1960-07-02					50	A
USGS	08171300	1960-07-03					46	A
USGS	08171300	1960-07-04					44	A
USGS	08171300	1960-07-05					44	A
USGS	08171300	1960-07-06					42	A
USGS	08171300	1960-07-07					39	A
USGS	08171300	1960-07-08					37	A
USGS	08171300	1960-07-09					35	A
USGS	08171300	1960-07-10					33	A
USGS	08171300	1960-07-11					32	A
USGS	08171300	1960-07-12					30	A
USGS	08171300	1960-07-13					30	A
USGS	08171300	1960-07-14					29	A
USGS	08171300	1960-07-15					28	A
USGS	08171300	1960-07-16					28	A
USGS	08171300	1960-07-17					357	A
USGS	08171300	1960-07-18					316	A
USGS	08171300	1960-07-19					122	A
USGS	08171300	1960-07-20					75	A
USGS	08171300	1960-07-21					86	A
USGS	08171300	1960-07-22					83	A
USGS	08171300	1960-07-23					63	A
USGS	08171300	1960-07-24					51	A
USGS	08171300	1960-07-25					46	A
USGS	08171300	1960-07-26					44	A
USGS	08171300	1960-07-27					42	A
USGS	08171300	1960-07-28					41	A
USGS	08171300	1960-07-29					40	A
USGS	08171300	1960-07-30					39	A
USGS	08171300	1960-07-31					39	A
USGS	08171300	1960-08-01					39	A
USGS	08171300	1960-08-02					38	A
USGS	08171300	1960-08-03					37	A
USGS	08171300	1960-08-04					35	A
USGS	08171300	1960-08-05					34	A
USGS	08171300	1960-08-06					33	A
USGS	08171300	1960-08-07					33	A
USGS	08171300	1960-08-08					32	A
USGS	08171300	1960-08-09					31	A
USGS	08171300	1960-08-10					32	A
USGS	08171300	1960-08-11					33	A
USGS	08171300	1960-08-12					31	A
USGS	08171300	1960-08-13					30	A
USGS	08171300	1960-08-14					35	A
USGS	08171300	1960-08-15					64	A
USGS	08171300	1960-08-16					204	A
USGS	08171300	1960-08-17					69	A
USGS	08171300	1960-08-18					60	A
USGS	08171300	1960-08-19					56	A
USGS	08171300	1960-08-20					345	A
USGS	08171300	1960-08-21					154	A
USGS	08171300	1960-08-22					90	A
USGS	08171300	1960-08-23					72	A
USGS	08171300	1960-08-24					64	A
USGS	08171300	1960-08-25					59	A
USGS	08171300	1960-08-26					55	A
USGS	08171300	1960-08-27					51	A
USGS	08171300	1960-08-28					74	A
USGS	08171300	1960-08-29					92	A
USGS	08171300	1960-08-30					82	A
USGS	08171300	1960-08-31					70	A
USGS	08171300	1960-09-01					55	A
USGS	08171300	1960-09-02					51	A
USGS	08171300	1960-09-03					48	A
USGS	08171300	1960-09-04					48	A
USGS	08171300	1960-09-05					46	A
USGS	08171300	1960-09-06					44	A
USGS	08171300	1960-09-07					44	A
USGS	08171300	1960-09-08					44	A
USGS	08171300	1960-09-09					43	A
USGS	08171300	1960-09-10					42	A
USGS	08171300	1960-09-11					40	A
USGS	08171300	1960-09-12					37	A
USGS	08171300	1960-09-13					36	A
USGS	08171300	1960-09-14					35	A
USGS	08171300	1960-09-15					34	A
USGS	08171300	1960-09-16					33	A
USGS	08171300	1960-09-17					32	A
USGS	08171300	1960-09-18					31	A
USGS	08171300	1960-09-19					30	A
USGS	08171300	1960-09-20					29	A
USGS	08171300	1960-09-21					28	A
USGS	08171300	1960-09-22					28	A
USGS	08171300	1960-09-23					27	A
USGS	08171300	1960-09-24					30	A
USGS	08171300	1960-09-25					28	A
USGS	08171300	1960-09-26					27	A
USGS	08171300	1960-09-27					27	A
USGS	08171300	1960-09-28					28	A
USGS	08171300	1960-09-29					26	A
USGS	08171300	1960-09-30					25	A
USGS	08171300	1960-10-01					24	A
USGS	08171300	1960-10-02					24	A
USGS	08171300	1960-10-03					24	A
USGS	08171300	1960-10-04					24	A
USGS	08171300	1960-10-05					24	A
USGS	08171300	1960-10-06					24	A
USGS	08171300	1960-10-07					25	A
USGS	08171300	1960-10-08					25	A
USGS	08171300	1960-10-09					25	A
USGS	08171300	1960-10-10					25	A
USGS	08171300	1960-10-11					24	A
USGS	08171300	1960-10-12					23	A
USGS	08171300	1960-10-13					23	A
USGS	08171300	1960-10-14					43	A
USGS	08171300	1960-10-15					35	A
USGS	08171300	1960-10-16					1700	A
USGS	08171300	1960-10-17					519	A
USGS	08171300	1960-10-18					1540	A
USGS	08171300	1960-10-19					848	A
USGS	08171300	1960-10-20					288	A
USGS	08171300	1960-10-21					193	A
USGS	08171300	1960-10-22					154	A
USGS	08171300	1960-10-23					134	A
USGS	08171300	1960-10-24					127	A
USGS	08171300	1960-10-25					132	A
USGS	08171300	1960-10-26					127	A
USGS	08171300	1960-10-27					118	A
USGS	08171300	1960-10-28					115	A
USGS	08171300	1960-10-29					10100	A
USGS	08171300	1960-10-30					1830	A
USGS	08171300	1960-10-31					1100	A
USGS	08171300	1960-11-01					862	A
USGS	08171300	1960-11-02					722	A
USGS	08171300	1960-11-03					595	A
USGS	08171300	1960-11-04					505	A
USGS	08171300	1960-11-05					448	A
USGS	08171300	1960-11-06					410	A
USGS	08171300	1960-11-07					372	A
USGS	08171300	1960-11-08					350	A
USGS	08171300	1960-11-09					350	A
USGS	08171300	1960-11-10					330	A
USGS	08171300	1960-11-11					310	A
USGS	08171300	1960-11-12					300	A
USGS	08171300	1960-11-13					290	A
USGS	08171300	1960-11-14					279	A
USGS	08171300	1960-11-15					268	A
USGS	08171300	1960-11-16					257	A
USGS	08171300	1960-11-17					268	A
USGS	08171300	1960-11-18					268	A
USGS	08171300	1960-11-19					250	A
USGS	08171300	1960-11-20					239	A
USGS	08171300	1960-11-21					310	A
USGS	08171300	1960-11-22					372	A
USGS	08171300	1960-11-23					320	A
USGS	08171300	1960-11-24					290	A
USGS	08171300	1960-11-25					290	A
USGS	08171300	1960-11-26					279	A
USGS	08171300	1960-11-27					279	A
USGS	08171300	1960-11-28					268	A
USGS	08171300	1960-11-29					257	A
USGS	08171300	1960-11-30					241	A
USGS	08171300	1960-12-01					236	A
USGS	08171300	1960-12-02					229	A
USGS	08171300	1960-12-03					227	A
USGS	08171300	1960-12-04					227	A
USGS	08171300	1960-12-05					225	A
USGS	08171300	1960-12-06					222	A
USGS	08171300	1960-12-07					279	A
USGS	08171300	1960-12-08					1030	A
USGS	08171300	1960-12-09					845	A
USGS	08171300	1960-12-10					792	A
USGS	08171300	1960-12-11					792	A
USGS	08171300	1960-12-12					670	A
USGS	08171300	1960-12-13					610	A
USGS	08171300	1960-12-14					595	A
USGS	08171300	1960-12-15					610	A
USGS	08171300	1960-12-16					535	A
USGS	08171300	1960-12-17					505	A
USGS	08171300	1960-12-18					475	A
USGS	08171300	1960-12-19					448	A
USGS	08171300	1960-12-20					435	A
USGS	08171300	1960-12-21					398	A
USGS	08171300	1960-12-22					385	A
USGS	08171300	1960-12-23					372	A
USGS	08171300	1960-12-24					372	A
USGS	08171300	1960-12-25					350	A
USGS	08171300	1960-12-26					350	A
USGS	08171300	1960-12-27					340	A
USGS	08171300	1960-12-28					330	A
USGS	08171300	1960-12-29					477	A
USGS	08171300	1960-12-30					520	A
USGS	08171300	1960-12-31					565	A
USGS	08171300	1961-01-01					535	A
USGS	08171300	1961-01-02					475	A
USGS	08171300	1961-01-03					448	A
USGS	08171300	1961-01-04					435	A
USGS	08171300	1961-01-05					422	A
USGS	08171300	1961-01-06					435	A
USGS	08171300	1961-01-07					540	A
USGS	08171300	1961-01-08					530	A
USGS	08171300	1961-01-09					520	A
USGS	08171300	1961-01-10					510	A
USGS	08171300	1961-01-11					500	A
USGS	08171300	1961-01-12					490	A
USGS	08171300	1961-01-13					480	A
USGS	08171300	1961-01-14					470	A
USGS	08171300	1961-01-15					450	A
USGS	08171300	1961-01-16					430	A
USGS	08171300	1961-01-17					410	A
USGS	08171300	1961-01-18					400	A
USGS	08171300	1961-01-19					390	A
USGS	08171300	1961-01-20					370	A
USGS	08171300	1961-01-21					360	A
USGS	08171300	1961-01-22					350	A
USGS	08171300	1961-01-23					340	A
USGS	08171300	1961-01-24					330	A
USGS	08171300	1961-01-25					320	A
USGS	08171300	1961-01-26					320	A
USGS	08171300	1961-01-27					310	A
USGS	08171300	1961-01-28					300	A
USGS	08171300	1961-01-29					290	A
USGS	08171300	1961-01-30					280	A
USGS	08171300	1961-01-31					270	A
USGS	08171300	1961-02-01					260	A
USGS	08171300	1961-02-02					250	A
USGS	08171300	1961-02-03					235	A
USGS	08171300	1961-02-04					227	A
USGS	08171300	1961-02-05					950	A
USGS	08171300	1961-02-06					1200	A
USGS	08171300	1961-02-07					850	A
USGS	08171300	1961-02-08					650	A
USGS	08171300	1961-02-09					570	A
USGS	08171300	1961-02-10					520	A
USGS	08171300	1961-02-11					475	A
USGS	08171300	1961-02-12					460	A
USGS	08171300	1961-02-13					435	A
USGS	08171300	1961-02-14					422	A
USGS	08171300	1961-02-15					398	A
USGS	08171300	1961-02-16					8450	A
USGS	08171300	1961-02-17					2080	A
USGS	08171300	1961-02-18					1300	A
USGS	08171300	1961-02-19					1060	A
USGS	08171300	1961-02-20					990	A
USGS	08171300	1961-02-21					910	A
USGS	08171300	1961-02-22					830	A
USGS	08171300	1961-02-23					750	A
USGS	08171300	1961-02-24					698	A
USGS	08171300	1961-02-25					628	A
USGS	08171300	1961-02-26					610	A
USGS	08171300	1961-02-27					580	A
USGS	08171300	1961-02-28					550	A
USGS	08171300	1961-03-01					520	A
USGS	08171300	1961-03-02					500	A
USGS	08171300	1961-03-03					480	A
USGS	08171300	1961-03-04					465	A
USGS	08171300	1961-03-05					440	A
USGS	08171300	1961-03-06					428	A
USGS	08171300	1961-03-07					402	A
USGS	08171300	1961-03-08					390	A
USGS	08171300	1961-03-09					366	A
USGS	08171300	1961-03-10					354	A
USGS	08171300	1961-03-11					354	A
USGS	08171300	1961-03-12					354	A
USGS	08171300	1961-03-13					342	A
USGS	08171300	1961-03-14					319	A
USGS	08171300	1961-03-15					308	A
USGS	08171300	1961-03-16					308	A
USGS	08171300	1961-03-17					308	A
USGS	08171300	1961-03-18					297	A
USGS	08171300	1961-03-19					286	A
USGS	08171300	1961-03-20					273	A
USGS	08171300	1961-03-21					266	A
USGS	08171300	1961-03-22					260	A
USGS	08171300	1961-03-23					250	A
USGS	08171300	1961-03-24					240	A
USGS	08171300	1961-03-25					235	A
USGS	08171300	1961-03-26					240	A
USGS	08171300	1961-03-27					240	A
USGS	08171300	1961-03-28					230	A
USGS	08171300	1961-03-29					220	A
USGS	08171300	1961-03-30					210	A
USGS	08171300	1961-03-31					200	A
USGS	08171300	1961-04-01					190	A
USGS	08171300	1961-04-02					185	A
USGS	08171300	1961-04-03					180	A
USGS	08171300	1961-04-04					180	A
USGS	08171300	1961-04-05					175	A
USGS	08171300	1961-04-06					170	A
USGS	08171300	1961-04-07					165	A
USGS	08171300	1961-04-08					167	A
USGS	08171300	1961-04-09					163	A
USGS	08171300	1961-04-10					158	A
USGS	08171300	1961-04-11					154	A
USGS	08171300	1961-04-12					148	A
USGS	08171300	1961-04-13					143	A
USGS	08171300	1961-04-14					139	A
USGS	08171300	1961-04-15					136	A
USGS	08171300	1961-04-16					129	A
USGS	08171300	1961-04-17					125	A
USGS	08171300	1961-04-18					125	A
USGS	08171300	1961-04-19					124	A
USGS	08171300	1961-04-20					122	A
USGS	08171300	1961-04-21					122	A
USGS	08171300	1961-04-22					118	A
USGS	08171300	1961-04-23					115	A
USGS	08171300	1961-04-24					112	A
USGS	08171300	1961-04-25					110	A
USGS	08171300	1961-04-26					107	A
USGS	08171300	1961-04-27					105	A
USGS	08171300	1961-04-28					102	A
USGS	08171300	1961-04-29					101	A
USGS	08171300	1961-04-30					99	A
USGS	08171300	1961-05-01					98	A
USGS	08171300	1961-05-02					96	A
USGS	08171300	1961-05-03					93	A
USGS	08171300	1961-05-04					92	A
USGS	08171300	1961-05-05					90	A
USGS	08171300	1961-05-06					88	A
USGS	08171300	1961-05-07					86	A
USGS	08171300	1961-05-08					83	A
USGS	08171300	1961-05-09					80	A
USGS	08171300	1961-05-10					76	A
USGS	08171300	1961-05-11					75	A
USGS	08171300	1961-05-12					72	A
USGS	08171300	1961-05-13					70	A
USGS	08171300	1961-05-14					70	A
USGS	08171300	1961-05-15					67	A
USGS	08171300	1961-05-16					66	A
USGS	08171300	1961-05-17					66	A
USGS	08171300	1961-05-18					65	A
USGS	08171300	1961-05-19					64	A
USGS	08171300	1961-05-20					63	A
USGS	08171300	1961-05-21					61	A
USGS	08171300	1961-05-22					59	A
USGS	08171300	1961-05-23					59	A
USGS	08171300	1961-05-24					59	A
USGS	08171300	1961-05-25					63	A
USGS	08171300	1961-05-26					61	A
USGS	08171300	1961-05-27					58	A
USGS	08171300	1961-05-28					56	A
USGS	08171300	1961-05-29					55	A
USGS	08171300	1961-05-30					54	A
USGS	08171300	1961-05-31					52	A
USGS	08171300	1961-06-01					51	A
USGS	08171300	1961-06-02					50	A
USGS	08171300	1961-06-03					49	A
USGS	08171300	1961-06-04					49	A
USGS	08171300	1961-06-05					47	A
USGS	08171300	1961-06-06					45	A
USGS	08171300	1961-06-07					45	A
USGS	08171300	1961-06-08					44	A
USGS	08171300	1961-06-09					93	A
USGS	08171300	1961-06-10					60	A
USGS	08171300	1961-06-11					52	A
USGS	08171300	1961-06-12					54	A
USGS	08171300	1961-06-13					56	A
USGS	08171300	1961-06-14					58	A
USGS	08171300	1961-06-15					60	A
USGS	08171300	1961-06-16					95	A
USGS	08171300	1961-06-17					468	A
USGS	08171300	1961-06-18					5530	A
USGS	08171300	1961-06-19					1560	A
USGS	08171300	1961-06-20					610	A
USGS	08171300	1961-06-21					452	A
USGS	08171300	1961-06-22					378	A
USGS	08171300	1961-06-23					330	A
USGS	08171300	1961-06-24					297	A
USGS	08171300	1961-06-25					268	A
USGS	08171300	1961-06-26					249	A
USGS	08171300	1961-06-27					227	A
USGS	08171300	1961-06-28					212	A
USGS	08171300	1961-06-29					197	A
USGS	08171300	1961-06-30					187	A
USGS	08171300	1961-07-01					173	A
USGS	08171300	1961-07-02					161	A
USGS	08171300	1961-07-03					156	A
USGS	08171300	1961-07-04					148	A
USGS	08171300	1961-07-05					143	A
USGS	08171300	1961-07-06					134	A
USGS	08171300	1961-07-07					130	A
USGS	08171300	1961-07-08					122	A
USGS	08171300	1961-07-09					120	A
USGS	08171300	1961-07-10					263	A
USGS	08171300	1961-07-11					257	A
USGS	08171300	1961-07-12					160	A
USGS	08171300	1961-07-13					196	A
USGS	08171300	1961-07-14					146	A
USGS	08171300	1961-07-15					129	A
USGS	08171300	1961-07-16					120	A
USGS	08171300	1961-07-17					129	A
USGS	08171300	1961-07-18					113	A
USGS	08171300	1961-07-19					112	A
USGS	08171300	1961-07-20					102	A
USGS	08171300	1961-07-21					94	A
USGS	08171300	1961-07-22					98	A
USGS	08171300	1961-07-23					127	A
USGS	08171300	1961-07-24					290	A
USGS	08171300	1961-07-25					195	A
USGS	08171300	1961-07-26					141	A
USGS	08171300	1961-07-27					124	A
USGS	08171300	1961-07-28					115	A
USGS	08171300	1961-07-29					107	A
USGS	08171300	1961-07-30					101	A
USGS	08171300	1961-07-31					96	A
USGS	08171300	1961-08-01					92	A
USGS	08171300	1961-08-02					88	A
USGS	08171300	1961-08-03					86	A
USGS	08171300	1961-08-04					81	A
USGS	08171300	1961-08-05					83	A
USGS	08171300	1961-08-06					80	A
USGS	08171300	1961-08-07					78	A
USGS	08171300	1961-08-08					75	A
USGS	08171300	1961-08-09					74	A
USGS	08171300	1961-08-10					71	A
USGS	08171300	1961-08-11					71	A
USGS	08171300	1961-08-12					69	A
USGS	08171300	1961-08-13					64	A
USGS	08171300	1961-08-14					65	A
USGS	08171300	1961-08-15					64	A
USGS	08171300	1961-08-16					63	A
USGS	08171300	1961-08-17					60	A
USGS	08171300	1961-08-18					59	A
USGS	08171300	1961-08-19					59	A
USGS	08171300	1961-08-20					58	A
USGS	08171300	1961-08-21					56	A
USGS	08171300	1961-08-22					54	A
USGS	08171300	1961-08-23					52	A
USGS	08171300	1961-08-24					51	A
USGS	08171300	1961-08-25					50	A
USGS	08171300	1961-08-26					49	A
USGS	08171300	1961-08-27					49	A
USGS	08171300	1961-08-28					48	A
USGS	08171300	1961-08-29					48	A
USGS	08171300	1961-08-30					49	A
USGS	08171300	1961-08-31					48	A
USGS	08171300	1961-09-01					46	A
USGS	08171300	1961-09-02					44	A
USGS	08171300	1961-09-03					44	A
USGS	08171300	1961-09-04					44	A
USGS	08171300	1961-09-05					46	A
USGS	08171300	1961-09-06					43	A
USGS	08171300	1961-09-07					42	A
USGS	08171300	1961-09-08					40	A
USGS	08171300	1961-09-09					39	A
USGS	08171300	1961-09-10					38	A
USGS	08171300	1961-09-11					55	A
USGS	08171300	1961-09-12					115	A
USGS	08171300	1961-09-13					83	A
USGS	08171300	1961-09-14					67	A
USGS	08171300	1961-09-15					60	A
USGS	08171300	1961-09-16					58	A
USGS	08171300	1961-09-17					56	A
USGS	08171300	1961-09-18					52	A
USGS	08171300	1961-09-19					50	A
USGS	08171300	1961-09-20					49	A
USGS	08171300	1961-09-21					48	A
USGS	08171300	1961-09-22					47	A
USGS	08171300	1961-09-23					45	A
USGS	08171300	1961-09-24					44	A
USGS	08171300	1961-09-25					44	A
USGS	08171300	1961-09-26					43	A
USGS	08171300	1961-09-27					44	A
USGS	08171300	1961-09-28					39	A
USGS	08171300	1961-09-29					39	A
USGS	08171300	1961-09-30					38	A
USGS	08171300	1961-10-01					40	A
USGS	08171300	1961-10-02					41	A
USGS	08171300	1961-10-03					42	A
USGS	08171300	1961-10-04					39	A
USGS	08171300	1961-10-05					38	A
USGS	08171300	1961-10-06					37	A
USGS	08171300	1961-10-07					37	A
USGS	08171300	1961-10-08					37	A
USGS	08171300	1961-10-09					37	A
USGS	08171300	1961-10-10					44	A
USGS	08171300	1961-10-11					61	A
USGS	08171300	1961-10-12					44	A
USGS	08171300	1961-10-13					41	A
USGS	08171300	1961-10-14					38	A
USGS	08171300	1961-10-15					37	A
USGS	08171300	1961-10-16					37	A
USGS	08171300	1961-10-17					37	A
USGS	08171300	1961-10-18					37	A
USGS	08171300	1961-10-19					38	A
USGS	08171300	1961-10-20					37	A
USGS	08171300	1961-10-21					37	A
USGS	08171300	1961-10-22					37	A
USGS	08171300	1961-10-23					37	A
USGS	08171300	1961-10-24					37	A
USGS	08171300	1961-10-25					37	A
USGS	08171300	1961-10-26					38	A
USGS	08171300	1961-10-27					40	A
USGS	08171300	1961-10-28					38	A
USGS	08171300	1961-10-29					38	A
USGS	08171300	1961-10-30					39	A
USGS	08171300	1961-10-31					39	A
USGS	08171300	1961-11-01					38	A
USGS	08171300	1961-11-02					44	A
USGS	08171300	1961-11-03					41	A
USGS	08171300	1961-11-04					37	A
USGS	08171300	1961-11-05					37	A
USGS	08171300	1961-11-06					36	A
USGS	08171300	1961-11-07					35	A
USGS	08171300	1961-11-08					35	A
USGS	08171300	1961-11-09					35	A
USGS	08171300	1961-11-10					36	A
USGS	08171300	1961-11-11					37	A
USGS	08171300	1961-11-12					37	A
USGS	08171300	1961-11-13					137	A
USGS	08171300	1961-11-14					65	A
USGS	08171300	1961-11-15					57	A
USGS	08171300	1961-11-16					56	A
USGS	08171300	1961-11-17					52	A
USGS	08171300	1961-11-18					51	A
USGS	08171300	1961-11-19					49	A
USGS	08171300	1961-11-20					48	A
USGS	08171300	1961-11-21					47	A
USGS	08171300	1961-11-22					51	A
USGS	08171300	1961-11-23					46	A
USGS	08171300	1961-11-24					44	A
USGS	08171300	1961-11-25					44	A
USGS	08171300	1961-11-26					44	A
USGS	08171300	1961-11-27					44	A
USGS	08171300	1961-11-28					43	A
USGS	08171300	1961-11-29					42	A
