# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://waterdata.usgs.gov/nwis/help/?provisional
#
# File-format description:  http://waterdata.usgs.gov/nwis/?tab_delimited_format_info
# Automated-retrieval info: http://waterdata.usgs.gov/nwis/?automated_retrieval_info
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2009-08-13 17:36:56 EDT
#
# Data for the following site(s) are contained in this file
#    USGS 08173000 Plum Ck nr Luling, TX
# -----------------------------------------------------------------------------------
#
# Data provided for site 08173000
#    DD parameter statistic   Description
#    02   00060     00001     Discharge, cubic feet per second (Maximum)
#    02   00060     00002     Discharge, cubic feet per second (Minimum)
#    02   00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	02_00060_00001	02_00060_00001_cd	02_00060_00002	02_00060_00002_cd	02_00060_00003	02_00060_00003_cd
USGS	08173000	1963-02-06					6.8	A
USGS	08173000	1963-02-07					7.2	A
USGS	08173000	1963-02-08					7.5	A
USGS	08173000	1963-02-09					7.5	A
USGS	08173000	1963-02-10					8.3	A
USGS	08173000	1963-02-11					11	A
USGS	08173000	1963-02-12					22	A
USGS	08173000	1963-02-13					21	A
USGS	08173000	1963-02-14					18	A
USGS	08173000	1963-02-15					18	A
USGS	08173000	1963-02-16					18	A
USGS	08173000	1963-02-17					18	A
USGS	08173000	1963-02-18					424	A
USGS	08173000	1963-02-19					1430	A
USGS	08173000	1963-02-20					394	A
USGS	08173000	1963-02-21					80	A
USGS	08173000	1963-02-22					49	A
USGS	08173000	1963-02-23					33	A
USGS	08173000	1963-02-24					27	A
USGS	08173000	1963-02-25					24	A
USGS	08173000	1963-02-26					24	A
USGS	08173000	1963-02-27					22	A
USGS	08173000	1963-02-28					21	A
USGS	08173000	1963-03-01					19	A
USGS	08173000	1963-03-02					18	A
USGS	08173000	1963-03-03					19	A
USGS	08173000	1963-03-04					20	A
USGS	08173000	1963-03-05					16	A
USGS	08173000	1963-03-06					13	A
USGS	08173000	1963-03-07					12	A
USGS	08173000	1963-03-08					12	A
USGS	08173000	1963-03-09					12	A
USGS	08173000	1963-03-10					12	A
USGS	08173000	1963-03-11					11	A
USGS	08173000	1963-03-12					9.5	A
USGS	08173000	1963-03-13					8.7	A
USGS	08173000	1963-03-14					8.3	A
USGS	08173000	1963-03-15					8.3	A
USGS	08173000	1963-03-16					7.9	A
USGS	08173000	1963-03-17					7.5	A
USGS	08173000	1963-03-18					6.8	A
USGS	08173000	1963-03-19					6.1	A
USGS	08173000	1963-03-20					5.4	A
USGS	08173000	1963-03-21					5.1	A
USGS	08173000	1963-03-22					4.8	A
USGS	08173000	1963-03-23					4.8	A
USGS	08173000	1963-03-24					4.2	A
USGS	08173000	1963-03-25					4.5	A
USGS	08173000	1963-03-26					3.9	A
USGS	08173000	1963-03-27					3.9	A
USGS	08173000	1963-03-28					3.6	A
USGS	08173000	1963-03-29					3.6	A
USGS	08173000	1963-03-30					3.6	A
USGS	08173000	1963-03-31					3.2	A
USGS	08173000	1963-04-01					3.4	A
USGS	08173000	1963-04-02					2.9	A
USGS	08173000	1963-04-03					2.9	A
USGS	08173000	1963-04-04					3.4	A
USGS	08173000	1963-04-05					95	A
USGS	08173000	1963-04-06					600	A
USGS	08173000	1963-04-07					98	A
USGS	08173000	1963-04-08					48	A
USGS	08173000	1963-04-09					32	A
USGS	08173000	1963-04-10					25	A
USGS	08173000	1963-04-11					20	A
USGS	08173000	1963-04-12					14	A
USGS	08173000	1963-04-13					12	A
USGS	08173000	1963-04-14					9.9	A
USGS	08173000	1963-04-15					9.1	A
USGS	08173000	1963-04-16					7.9	A
USGS	08173000	1963-04-17					7.5	A
USGS	08173000	1963-04-18					6.8	A
USGS	08173000	1963-04-19					6.8	A
USGS	08173000	1963-04-20					6.8	A
USGS	08173000	1963-04-21					6.8	A
USGS	08173000	1963-04-22					7.0	A
USGS	08173000	1963-04-23					6.0	A
USGS	08173000	1963-04-24					6.0	A
USGS	08173000	1963-04-25					6.0	A
USGS	08173000	1963-04-26					5.0	A
USGS	08173000	1963-04-27					5.0	A
USGS	08173000	1963-04-28					5.0	A
USGS	08173000	1963-04-29					4.0	A
USGS	08173000	1963-04-30					4.0	A
USGS	08173000	1963-05-01					4.0	A
USGS	08173000	1963-05-02					4.0	A
USGS	08173000	1963-05-03					4.0	A
USGS	08173000	1963-05-04					4.0	A
USGS	08173000	1963-05-05					3.0	A
USGS	08173000	1963-05-06					3.0	A
USGS	08173000	1963-05-07					100	A
USGS	08173000	1963-05-08					25	A
USGS	08173000	1963-05-09					8.0	A
USGS	08173000	1963-05-10					6.0	A
USGS	08173000	1963-05-11					4.0	A
USGS	08173000	1963-05-12					4.0	A
USGS	08173000	1963-05-13					3.0	A
USGS	08173000	1963-05-14					3.0	A
USGS	08173000	1963-05-15					2.0	A
USGS	08173000	1963-05-16					2.0	A
USGS	08173000	1963-05-17					2.0	A
USGS	08173000	1963-05-18					2.0	A
USGS	08173000	1963-05-19					2.0	A
USGS	08173000	1963-05-20					2.0	A
USGS	08173000	1963-05-21					2.5	A
USGS	08173000	1963-05-22					2.3	A
USGS	08173000	1963-05-23					2.3	A
USGS	08173000	1963-05-24					1.9	A
USGS	08173000	1963-05-25					1.7	A
USGS	08173000	1963-05-26					1.7	A
USGS	08173000	1963-05-27					1.7	A
USGS	08173000	1963-05-28					1.4	A
USGS	08173000	1963-05-29					0.70	A
USGS	08173000	1963-05-30					0.60	A
USGS	08173000	1963-05-31					0.90	A
USGS	08173000	1963-06-01					1.0	A
USGS	08173000	1963-06-02					0.90	A
USGS	08173000	1963-06-03					0.80	A
USGS	08173000	1963-06-04					0.70	A
USGS	08173000	1963-06-05					0.60	A
USGS	08173000	1963-06-06					0.40	A
USGS	08173000	1963-06-07					0.30	A
USGS	08173000	1963-06-08					0.40	A
USGS	08173000	1963-06-09					0.40	A
USGS	08173000	1963-06-10					0.50	A
USGS	08173000	1963-06-11					0.50	A
USGS	08173000	1963-06-12					0.40	A
USGS	08173000	1963-06-13					0.20	A
USGS	08173000	1963-06-14					0.30	A
USGS	08173000	1963-06-15					0.40	A
USGS	08173000	1963-06-16					0.40	A
USGS	08173000	1963-06-17					1.1	A
USGS	08173000	1963-06-18					2.7	A
USGS	08173000	1963-06-19					3.2	A
USGS	08173000	1963-06-20					2.3	A
USGS	08173000	1963-06-21					1.6	A
USGS	08173000	1963-06-22					2.1	A
USGS	08173000	1963-06-23					1.6	A
USGS	08173000	1963-06-24					1.7	A
USGS	08173000	1963-06-25					19	A
USGS	08173000	1963-06-26					16	A
USGS	08173000	1963-06-27					3.4	A
USGS	08173000	1963-06-28					4.6	A
USGS	08173000	1963-06-29					2.3	A
USGS	08173000	1963-06-30					1.7	A
USGS	08173000	1963-07-01					1.6	A
USGS	08173000	1963-07-02					1.6	A
USGS	08173000	1963-07-03					2.7	A
USGS	08173000	1963-07-04					4.8	A
USGS	08173000	1963-07-05					2.7	A
USGS	08173000	1963-07-06					1.7	A
USGS	08173000	1963-07-07					1.0	A
USGS	08173000	1963-07-08					0.70	A
USGS	08173000	1963-07-09					0.90	A
USGS	08173000	1963-07-10					1.1	A
USGS	08173000	1963-07-11					0.40	A
USGS	08173000	1963-07-12					0.30	A
USGS	08173000	1963-07-13					0.20	A
USGS	08173000	1963-07-14					0.20	A
USGS	08173000	1963-07-15					0.10	A
USGS	08173000	1963-07-16					0.10	A
USGS	08173000	1963-07-17					0.40	A
USGS	08173000	1963-07-18					0.40	A
USGS	08173000	1963-07-19					0.30	A
USGS	08173000	1963-07-20					0.10	A
USGS	08173000	1963-07-21					0.00	A
USGS	08173000	1963-07-22					0.10	A
USGS	08173000	1963-07-23					0.10	A
USGS	08173000	1963-07-24					0.10	A
USGS	08173000	1963-07-25					0.10	A
USGS	08173000	1963-07-26					0.10	A
USGS	08173000	1963-07-27					0.10	A
USGS	08173000	1963-07-28					0.00	A
USGS	08173000	1963-07-29					0.20	A
USGS	08173000	1963-07-30					0.10	A
USGS	08173000	1963-07-31					0.00	A
USGS	08173000	1963-08-01					0.30	A
USGS	08173000	1963-08-02					0.30	A
USGS	08173000	1963-08-03					0.30	A
USGS	08173000	1963-08-04					0.20	A
USGS	08173000	1963-08-05					0.20	A
USGS	08173000	1963-08-06					0.20	A
USGS	08173000	1963-08-07					0.20	A
USGS	08173000	1963-08-08					0.20	A
USGS	08173000	1963-08-09					56	A
USGS	08173000	1963-08-10					14	A
USGS	08173000	1963-08-11					2.4	A
USGS	08173000	1963-08-12					0.80	A
USGS	08173000	1963-08-13					0.40	A
USGS	08173000	1963-08-14					0.40	A
USGS	08173000	1963-08-15					0.30	A
USGS	08173000	1963-08-16					0.20	A
USGS	08173000	1963-08-17					0.80	A
USGS	08173000	1963-08-18					1.0	A
USGS	08173000	1963-08-19					0.70	A
USGS	08173000	1963-08-20					0.70	A
USGS	08173000	1963-08-21					0.30	A
USGS	08173000	1963-08-22					0.30	A
USGS	08173000	1963-08-23					0.90	A
USGS	08173000	1963-08-24					0.30	A
USGS	08173000	1963-08-25					0.40	A
USGS	08173000	1963-08-26					0.40	A
USGS	08173000	1963-08-27					0.40	A
USGS	08173000	1963-08-28					0.20	A
USGS	08173000	1963-08-29					0.40	A
USGS	08173000	1963-08-30					0.40	A
USGS	08173000	1963-08-31					0.40	A
USGS	08173000	1963-09-01					0.40	A
USGS	08173000	1963-09-02					0.20	A
USGS	08173000	1963-09-03					0.20	A
USGS	08173000	1963-09-04					0.10	A
USGS	08173000	1963-09-05					0.00	A
USGS	08173000	1963-09-06					0.50	A
USGS	08173000	1963-09-07					1.0	A
USGS	08173000	1963-09-08					0.70	A
USGS	08173000	1963-09-09					0.90	A
USGS	08173000	1963-09-10					0.80	A
USGS	08173000	1963-09-11					0.50	A
USGS	08173000	1963-09-12					0.50	A
USGS	08173000	1963-09-13					8.8	A
USGS	08173000	1963-09-14					4.8	A
USGS	08173000	1963-09-15					7.1	A
USGS	08173000	1963-09-16					55	A
USGS	08173000	1963-09-17					9.2	A
USGS	08173000	1963-09-18					2.5	A
USGS	08173000	1963-09-19					1.7	A
USGS	08173000	1963-09-20					1.6	A
USGS	08173000	1963-09-21					1.6	A
USGS	08173000	1963-09-22					1.6	A
USGS	08173000	1963-09-23					1.4	A
USGS	08173000	1963-09-24					1.1	A
USGS	08173000	1963-09-25					1.0	A
USGS	08173000	1963-09-26					1.0	A
USGS	08173000	1963-09-27					1.0	A
USGS	08173000	1963-09-28					0.80	A
USGS	08173000	1963-09-29					0.70	A
USGS	08173000	1963-09-30					0.80	A
USGS	08173000	1963-10-01					1.1	A
USGS	08173000	1963-10-02					1.0	A
USGS	08173000	1963-10-03					0.90	A
USGS	08173000	1963-10-04					1.2	A
USGS	08173000	1963-10-05					1.2	A
USGS	08173000	1963-10-06					1.1	A
USGS	08173000	1963-10-07					1.1	A
USGS	08173000	1963-10-08					1.0	A
USGS	08173000	1963-10-09					0.90	A
USGS	08173000	1963-10-10					0.60	A
USGS	08173000	1963-10-11					0.40	A
USGS	08173000	1963-10-12					0.20	A
USGS	08173000	1963-10-13					0.40	A
USGS	08173000	1963-10-14					0.60	A
USGS	08173000	1963-10-15					0.60	A
USGS	08173000	1963-10-16					0.60	A
USGS	08173000	1963-10-17					0.50	A
USGS	08173000	1963-10-18					0.70	A
USGS	08173000	1963-10-19					0.60	A
USGS	08173000	1963-10-20					0.60	A
USGS	08173000	1963-10-21					0.80	A
USGS	08173000	1963-10-22					0.70	A
USGS	08173000	1963-10-23					0.70	A
USGS	08173000	1963-10-24					1.0	A
USGS	08173000	1963-10-25					1.0	A
USGS	08173000	1963-10-26					2.5	A
USGS	08173000	1963-10-27					2.1	A
USGS	08173000	1963-10-28					1.4	A
USGS	08173000	1963-10-29					1.0	A
USGS	08173000	1963-10-30					0.90	A
USGS	08173000	1963-10-31					0.50	A
USGS	08173000	1963-11-01					0.10	A
USGS	08173000	1963-11-02					0.20	A
USGS	08173000	1963-11-03					0.40	A
USGS	08173000	1963-11-04					0.50	A
USGS	08173000	1963-11-05					0.20	A
USGS	08173000	1963-11-06					0.40	A
USGS	08173000	1963-11-07					0.40	A
USGS	08173000	1963-11-08					127	A
USGS	08173000	1963-11-09					27	A
USGS	08173000	1963-11-10					5.6	A
USGS	08173000	1963-11-11					2.7	A
USGS	08173000	1963-11-12					2.1	A
USGS	08173000	1963-11-13					1.9	A
USGS	08173000	1963-11-14					1.7	A
USGS	08173000	1963-11-15					1.6	A
USGS	08173000	1963-11-16					1.7	A
USGS	08173000	1963-11-17					2.1	A
USGS	08173000	1963-11-18					1.9	A
USGS	08173000	1963-11-19					33	A
USGS	08173000	1963-11-20					84	A
USGS	08173000	1963-11-21					9.1	A
USGS	08173000	1963-11-22					2.9	A
USGS	08173000	1963-11-23					2.3	A
USGS	08173000	1963-11-24					2.0	A
USGS	08173000	1963-11-25					2.0	A
USGS	08173000	1963-11-26					2.0	A
USGS	08173000	1963-11-27					4.0	A
USGS	08173000	1963-11-28					8.0	A
USGS	08173000	1963-11-29					5.0	A
USGS	08173000	1963-11-30					4.0	A
USGS	08173000	1963-12-01					3.0	A
USGS	08173000	1963-12-02					3.0	A
USGS	08173000	1963-12-03					3.0	A
USGS	08173000	1963-12-04					3.0	A
USGS	08173000	1963-12-05					2.5	A
USGS	08173000	1963-12-06					2.7	A
USGS	08173000	1963-12-07					2.7	A
USGS	08173000	1963-12-08					2.5	A
USGS	08173000	1963-12-09					2.5	A
USGS	08173000	1963-12-10					2.5	A
USGS	08173000	1963-12-11					2.5	A
USGS	08173000	1963-12-12					2.9	A
USGS	08173000	1963-12-13					4.6	A
USGS	08173000	1963-12-14					9.5	A
USGS	08173000	1963-12-15					8.3	A
USGS	08173000	1963-12-16					4.2	A
USGS	08173000	1963-12-17					3.2	A
USGS	08173000	1963-12-18					2.7	A
USGS	08173000	1963-12-19					2.5	A
USGS	08173000	1963-12-20					2.5	A
USGS	08173000	1963-12-21					2.7	A
USGS	08173000	1963-12-22					3.6	A
USGS	08173000	1963-12-23					3.2	A
USGS	08173000	1963-12-24					2.7	A
USGS	08173000	1963-12-25					2.5	A
USGS	08173000	1963-12-26					2.7	A
USGS	08173000	1963-12-27					2.7	A
USGS	08173000	1963-12-28					2.7	A
USGS	08173000	1963-12-29					2.9	A
USGS	08173000	1963-12-30					2.9	A
USGS	08173000	1963-12-31					2.9	A
USGS	08173000	1964-01-01					2.9	A
USGS	08173000	1964-01-02					2.9	A
USGS	08173000	1964-01-03					2.9	A
USGS	08173000	1964-01-04					2.7	A
USGS	08173000	1964-01-05					2.3	A
USGS	08173000	1964-01-06					2.3	A
USGS	08173000	1964-01-07					2.3	A
USGS	08173000	1964-01-08					2.3	A
USGS	08173000	1964-01-09					2.1	A
USGS	08173000	1964-01-10					2.1	A
USGS	08173000	1964-01-11					2.3	A
USGS	08173000	1964-01-12					2.3	A
USGS	08173000	1964-01-13					2.1	A
USGS	08173000	1964-01-14					2.1	A
USGS	08173000	1964-01-15					2.3	A
USGS	08173000	1964-01-16					3.6	A
USGS	08173000	1964-01-17					7.6	A
USGS	08173000	1964-01-18					5.1	A
USGS	08173000	1964-01-19					2.9	A
USGS	08173000	1964-01-20					2.5	A
USGS	08173000	1964-01-21					2.7	A
USGS	08173000	1964-01-22					2.7	A
USGS	08173000	1964-01-23					2.5	A
USGS	08173000	1964-01-24					2.3	A
USGS	08173000	1964-01-25					2.3	A
USGS	08173000	1964-01-26					2.3	A
USGS	08173000	1964-01-27					2.3	A
USGS	08173000	1964-01-28					2.3	A
USGS	08173000	1964-01-29					2.5	A
USGS	08173000	1964-01-30					14	A
USGS	08173000	1964-01-31					55	A
USGS	08173000	1964-02-01					11	A
USGS	08173000	1964-02-02					5.1	A
USGS	08173000	1964-02-03					4.5	A
USGS	08173000	1964-02-04					33	A
USGS	08173000	1964-02-05					35	A
USGS	08173000	1964-02-06					9.0	A
USGS	08173000	1964-02-07					4.8	A
USGS	08173000	1964-02-08					3.4	A
USGS	08173000	1964-02-09					3.2	A
USGS	08173000	1964-02-10					3.2	A
USGS	08173000	1964-02-11					3.2	A
USGS	08173000	1964-02-12					3.4	A
USGS	08173000	1964-02-13					3.4	A
USGS	08173000	1964-02-14					3.6	A
USGS	08173000	1964-02-15					3.6	A
USGS	08173000	1964-02-16					3.6	A
USGS	08173000	1964-02-17					3.6	A
USGS	08173000	1964-02-18					3.4	A
USGS	08173000	1964-02-19					3.4	A
USGS	08173000	1964-02-20					3.4	A
USGS	08173000	1964-02-21					4.2	A
USGS	08173000	1964-02-22					7.8	A
USGS	08173000	1964-02-23					8.7	A
USGS	08173000	1964-02-24					7.9	A
USGS	08173000	1964-02-25					18	A
USGS	08173000	1964-02-26					14	A
USGS	08173000	1964-02-27					8.3	A
USGS	08173000	1964-02-28					6.8	A
USGS	08173000	1964-02-29					6.4	A
USGS	08173000	1964-03-01					7.5	A
USGS	08173000	1964-03-02					316	A
USGS	08173000	1964-03-03					46	A
USGS	08173000	1964-03-04					12	A
USGS	08173000	1964-03-05					7.5	A
USGS	08173000	1964-03-06					6.4	A
USGS	08173000	1964-03-07					6.4	A
USGS	08173000	1964-03-08					6.4	A
USGS	08173000	1964-03-09					6.8	A
USGS	08173000	1964-03-10					6.1	A
USGS	08173000	1964-03-11					6.1	A
USGS	08173000	1964-03-12					5.8	A
USGS	08173000	1964-03-13					5.8	A
USGS	08173000	1964-03-14					5.8	A
USGS	08173000	1964-03-15					5.4	A
USGS	08173000	1964-03-16					4.2	A
USGS	08173000	1964-03-17					3.4	A
USGS	08173000	1964-03-18					4.3	A
USGS	08173000	1964-03-19					574	A
USGS	08173000	1964-03-20					83	A
USGS	08173000	1964-03-21					12	A
USGS	08173000	1964-03-22					7.2	A
USGS	08173000	1964-03-23					5.8	A
USGS	08173000	1964-03-24					5.8	A
USGS	08173000	1964-03-25					5.1	A
USGS	08173000	1964-03-26					4.5	A
USGS	08173000	1964-03-27					4.5	A
USGS	08173000	1964-03-28					4.2	A
USGS	08173000	1964-03-29					4.2	A
USGS	08173000	1964-03-30					4.2	A
USGS	08173000	1964-03-31					4.2	A
USGS	08173000	1964-04-01					4.2	A
USGS	08173000	1964-04-02					4.2	A
USGS	08173000	1964-04-03					4.5	A
USGS	08173000	1964-04-04					5.4	A
USGS	08173000	1964-04-05					5.1	A
USGS	08173000	1964-04-06					5.1	A
USGS	08173000	1964-04-07					4.8	A
USGS	08173000	1964-04-08					3.6	A
USGS	08173000	1964-04-09					3.6	A
USGS	08173000	1964-04-10					3.4	A
USGS	08173000	1964-04-11					3.2	A
USGS	08173000	1964-04-12					3.4	A
USGS	08173000	1964-04-13					3.6	A
USGS	08173000	1964-04-14					2.9	A
USGS	08173000	1964-04-15					2.3	A
USGS	08173000	1964-04-16					2.5	A
USGS	08173000	1964-04-17					3.6	A
USGS	08173000	1964-04-18					4.8	A
USGS	08173000	1964-04-19					4.8	A
USGS	08173000	1964-04-20					3.6	A
USGS	08173000	1964-04-21					3.4	A
USGS	08173000	1964-04-22					3.2	A
USGS	08173000	1964-04-23					3.2	A
USGS	08173000	1964-04-24					3.4	A
USGS	08173000	1964-04-25					6.4	A
USGS	08173000	1964-04-26					9.4	A
USGS	08173000	1964-04-27					51	A
USGS	08173000	1964-04-28					26	A
USGS	08173000	1964-04-29					9.2	A
USGS	08173000	1964-04-30					5.1	A
USGS	08173000	1964-05-01					3.9	A
USGS	08173000	1964-05-02					3.2	A
USGS	08173000	1964-05-03					2.7	A
USGS	08173000	1964-05-04					2.5	A
USGS	08173000	1964-05-05					2.5	A
USGS	08173000	1964-05-06					2.5	A
USGS	08173000	1964-05-07					2.5	A
USGS	08173000	1964-05-08					2.9	A
USGS	08173000	1964-05-09					2.9	A
USGS	08173000	1964-05-10					2.7	A
USGS	08173000	1964-05-11					2.3	A
USGS	08173000	1964-05-12					2.1	A
USGS	08173000	1964-05-13					1.6	A
USGS	08173000	1964-05-14					1.6	A
USGS	08173000	1964-05-15					1.4	A
USGS	08173000	1964-05-16					0.60	A
USGS	08173000	1964-05-17					0.60	A
USGS	08173000	1964-05-18					0.50	A
USGS	08173000	1964-05-19					0.40	A
USGS	08173000	1964-05-20					0.40	A
USGS	08173000	1964-05-21					0.40	A
USGS	08173000	1964-05-22					0.70	A
USGS	08173000	1964-05-23					1.2	A
USGS	08173000	1964-05-24					1.4	A
USGS	08173000	1964-05-25					1.9	A
USGS	08173000	1964-05-26					2.5	A
USGS	08173000	1964-05-27					2.3	A
USGS	08173000	1964-05-28					1.4	A
USGS	08173000	1964-05-29					2.4	A
USGS	08173000	1964-05-30					2.5	A
USGS	08173000	1964-05-31					12	A
USGS	08173000	1964-06-01					5.1	A
USGS	08173000	1964-06-02					2.5	A
USGS	08173000	1964-06-03					1.1	A
USGS	08173000	1964-06-04					0.70	A
USGS	08173000	1964-06-05					0.70	A
USGS	08173000	1964-06-06					0.60	A
USGS	08173000	1964-06-07					0.20	A
USGS	08173000	1964-06-08					0.10	A
USGS	08173000	1964-06-09					0.20	A
USGS	08173000	1964-06-10					0.20	A
USGS	08173000	1964-06-11					0.70	A
USGS	08173000	1964-06-12					0.90	A
USGS	08173000	1964-06-13					0.80	A
USGS	08173000	1964-06-14					1.1	A
USGS	08173000	1964-06-15					1.2	A
USGS	08173000	1964-06-16					566	A
USGS	08173000	1964-06-17					928	A
USGS	08173000	1964-06-18					183	A
USGS	08173000	1964-06-19					46	A
USGS	08173000	1964-06-20					17	A
USGS	08173000	1964-06-21					10	A
USGS	08173000	1964-06-22					7.9	A
USGS	08173000	1964-06-23					6.4	A
USGS	08173000	1964-06-24					5.8	A
USGS	08173000	1964-06-25					5.1	A
USGS	08173000	1964-06-26					4.5	A
USGS	08173000	1964-06-27					3.6	A
USGS	08173000	1964-06-28					3.6	A
USGS	08173000	1964-06-29					3.4	A
USGS	08173000	1964-06-30					3.2	A
USGS	08173000	1964-07-01					3.4	A
USGS	08173000	1964-07-02					3.4	A
USGS	08173000	1964-07-03					2.3	A
USGS	08173000	1964-07-04					1.9	A
USGS	08173000	1964-07-05					1.7	A
USGS	08173000	1964-07-06					1.6	A
USGS	08173000	1964-07-07					0.80	A
USGS	08173000	1964-07-08					0.50	A
USGS	08173000	1964-07-09					0.20	A
USGS	08173000	1964-07-10					0.10	A
USGS	08173000	1964-07-11					0.10	A
USGS	08173000	1964-07-12					0.10	A
USGS	08173000	1964-07-13					0.10	A
USGS	08173000	1964-07-14					0.20	A
USGS	08173000	1964-07-15					0.20	A
USGS	08173000	1964-07-16					0.10	A
USGS	08173000	1964-07-17					0.10	A
USGS	08173000	1964-07-18					0.10	A
USGS	08173000	1964-07-19					0.00	A
USGS	08173000	1964-07-20					2.3	A
USGS	08173000	1964-07-21					1.4	A
USGS	08173000	1964-07-22					0.60	A
USGS	08173000	1964-07-23					0.50	A
USGS	08173000	1964-07-24					0.50	A
USGS	08173000	1964-07-25					0.40	A
USGS	08173000	1964-07-26					0.40	A
USGS	08173000	1964-07-27					0.40	A
USGS	08173000	1964-07-28					0.40	A
USGS	08173000	1964-07-29					0.40	A
USGS	08173000	1964-07-30					0.60	A
USGS	08173000	1964-07-31					0.40	A
USGS	08173000	1964-08-01					0.20	A
USGS	08173000	1964-08-02					0.10	A
USGS	08173000	1964-08-03					0.00	A
USGS	08173000	1964-08-04					0.00	A
USGS	08173000	1964-08-05					0.00	A
USGS	08173000	1964-08-06					0.00	A
USGS	08173000	1964-08-07					0.00	A
USGS	08173000	1964-08-08					0.30	A
USGS	08173000	1964-08-09					0.20	A
USGS	08173000	1964-08-10					2.0	A
USGS	08173000	1964-08-11					1.4	A
USGS	08173000	1964-08-12					1.0	A
USGS	08173000	1964-08-13					1.1	A
USGS	08173000	1964-08-14					1.0	A
USGS	08173000	1964-08-15					0.90	A
USGS	08173000	1964-08-16					0.60	A
USGS	08173000	1964-08-17					0.40	A
USGS	08173000	1964-08-18					0.30	A
USGS	08173000	1964-08-19					0.20	A
USGS	08173000	1964-08-20					0.20	A
USGS	08173000	1964-08-21					0.10	A
USGS	08173000	1964-08-22					0.00	A
USGS	08173000	1964-08-23					9.5	A
USGS	08173000	1964-08-24					4.1	A
USGS	08173000	1964-08-25					0.80	A
USGS	08173000	1964-08-26					0.40	A
USGS	08173000	1964-08-27					0.30	A
USGS	08173000	1964-08-28					0.20	A
USGS	08173000	1964-08-29					0.10	A
USGS	08173000	1964-08-30					0.10	A
USGS	08173000	1964-08-31					0.00	A
USGS	08173000	1964-09-01					0.00	A
USGS	08173000	1964-09-02					0.00	A
USGS	08173000	1964-09-03					0.00	A
USGS	08173000	1964-09-04					0.00	A
USGS	08173000	1964-09-05					0.00	A
USGS	08173000	1964-09-06					0.00	A
USGS	08173000	1964-09-07					0.00	A
USGS	08173000	1964-09-08					0.00	A
USGS	08173000	1964-09-09					0.00	A
USGS	08173000	1964-09-10					0.00	A
USGS	08173000	1964-09-11					0.00	A
USGS	08173000	1964-09-12					0.00	A
USGS	08173000	1964-09-13					0.00	A
USGS	08173000	1964-09-14					0.00	A
USGS	08173000	1964-09-15					0.00	A
USGS	08173000	1964-09-16					0.50	A
USGS	08173000	1964-09-17					1480	A
USGS	08173000	1964-09-18					1200	A
USGS	08173000	1964-09-19					68	A
USGS	08173000	1964-09-20					48	A
USGS	08173000	1964-09-21					41	A
USGS	08173000	1964-09-22					38	A
USGS	08173000	1964-09-23					645	A
USGS	08173000	1964-09-24					830	A
USGS	08173000	1964-09-25					51	A
USGS	08173000	1964-09-26					32	A
USGS	08173000	1964-09-27					389	A
USGS	08173000	1964-09-28					1480	A
USGS	08173000	1964-09-29					128	A
USGS	08173000	1964-09-30					48	A
USGS	08173000	1964-10-01					34	A
USGS	08173000	1964-10-02					25	A
USGS	08173000	1964-10-03					19	A
USGS	08173000	1964-10-04					14	A
USGS	08173000	1964-10-05					9.1	A
USGS	08173000	1964-10-06					9.0	A
USGS	08173000	1964-10-07					12	A
USGS	08173000	1964-10-08					10	A
USGS	08173000	1964-10-09					9.5	A
USGS	08173000	1964-10-10					9.1	A
USGS	08173000	1964-10-11					8.3	A
USGS	08173000	1964-10-12					7.9	A
USGS	08173000	1964-10-13					7.5	A
USGS	08173000	1964-10-14					7.1	A
USGS	08173000	1964-10-15					6.4	A
USGS	08173000	1964-10-16					6.4	A
USGS	08173000	1964-10-17					6.4	A
USGS	08173000	1964-10-18					6.4	A
USGS	08173000	1964-10-19					5.5	A
USGS	08173000	1964-10-20					4.9	A
USGS	08173000	1964-10-21					4.6	A
USGS	08173000	1964-10-22					4.3	A
USGS	08173000	1964-10-23					4.3	A
USGS	08173000	1964-10-24					4.0	A
USGS	08173000	1964-10-25					3.8	A
USGS	08173000	1964-10-26					107	A
USGS	08173000	1964-10-27					399	A
USGS	08173000	1964-10-28					80	A
USGS	08173000	1964-10-29					36	A
USGS	08173000	1964-10-30					27	A
USGS	08173000	1964-10-31					20	A
USGS	08173000	1964-11-01					17	A
USGS	08173000	1964-11-02					14	A
USGS	08173000	1964-11-03					12	A
USGS	08173000	1964-11-04					323	A
USGS	08173000	1964-11-05					675	A
USGS	08173000	1964-11-06					98	A
USGS	08173000	1964-11-07					38	A
USGS	08173000	1964-11-08					24	A
USGS	08173000	1964-11-09					18	A
USGS	08173000	1964-11-10					17	A
USGS	08173000	1964-11-11					12	A
USGS	08173000	1964-11-12					9.1	A
USGS	08173000	1964-11-13					7.9	A
USGS	08173000	1964-11-14					6.8	A
USGS	08173000	1964-11-15					6.1	A
